年份,总收益,年化收益,年化波动率,夏普比率,最大回撤率,最大回撤起始日,最大回撤结束日,卡尔玛比率,总交易次数,胜率,盈亏比,params
2022,0.011335210893516967,0.0118063624678717,0.04148858541534315,0.28456893262756355,0.031498003271156205,2022-06-30,2022-10-31,0.3748289174470684,242.0,0.44214876033057854,1.0653205745679586,tr_ma10
2023,-0.0033452171183989687,-0.016107477321781416,0.01111825572042692,-1.448741396745183,0.006244315581577943,2023-01-30,2023-03-20,-2.5795424832950298,52.0,0.5,0.7774277002591732,tr_ma10
样本内,0.6412130691020175,0.04420986866535226,0.12425741965729005,0.35579258596618146,0.358953570279193,2007-10-16,2008-10-27,0.12316319525939234,2886.0,0.4979209979209979,1.085085392497557,tr_ma10
样本外,0.008381828858684326,0.0013911967523851931,0.03512756593397083,0.03960413183766336,0.05111431901791985,2021-02-10,2022-03-15,0.027217358640686615,1513.0,0.4910773298083278,1.0098766702672233,tr_ma10
总体,0.6546767601607084,0.029269602981379483,0.1027329809463343,0.28490950726592223,0.358953570279193,2007-10-16,2008-10-27,0.08154147334044812,4399.0,0.4955671743578086,1.0733205205725083,tr_ma10
2005,-0.010924174436945377,-0.012911411074773782,0.04922622169857802,-0.2622872653894286,0.048978980835753264,2005-02-25,2005-06-03,-0.26361126455593414,213.0,0.431924882629108,0.9471375486074378,tr_ma20
2006,0.2169247390982525,0.2278785851737779,0.06549689643397495,3.479227224201288,0.0364245582506447,2006-06-01,2006-08-07,6.256179789627086,241.0,0.5767634854771784,1.8737661552807756,tr_ma20
2007,0.31599522905011335,0.33101263777213497,0.11581644789283159,2.858079692432208,0.06555412740824297,2007-01-29,2007-02-05,5.0494553258367745,242.0,0.5909090909090909,1.519517654413197,tr_ma20
2008,-0.24661975370450961,-0.25180538896113125,0.16078095249273697,-1.5661394279431586,0.280263583095103,2008-01-14,2008-10-27,-0.8984591796776004,246.0,0.42276422764227645,0.7300467192517963,tr_ma20
2009,0.1302224554810596,0.13476781985596342,0.07474579459551416,1.803015414917423,0.07458512224391642,2009-08-03,2009-08-31,1.8068994968625374,244.0,0.569672131147541,1.3525785141579283,tr_ma20
2010,-0.04357392885471889,-0.045333073040764615,0.04328116186406654,-1.0474088746310122,0.052170859333111476,2010-01-05,2010-07-05,-0.8689347582203405,242.0,0.45867768595041325,0.8283457584777943,tr_ma20
2011,-0.023437690398174227,-0.024196767572918776,0.028722371981885538,-0.8424362579865986,0.03668363003781275,2011-04-13,2011-12-27,-0.6596066841797618,244.0,0.45491803278688525,0.8626560347733465,tr_ma20
2012,0.029266554457911376,0.030366797733214712,0.026029213654117478,1.1666429165604504,0.021278773087357882,2012-05-04,2012-12-03,1.427093451701696,243.0,0.48148148148148145,1.2338569042955907,tr_ma20
2013,-0.016535272135839718,-0.01749937601363938,0.046268461993154174,-0.37821391202129356,0.04716123459632917,2013-02-06,2013-06-26,-0.3710542390041981,238.0,0.453781512605042,0.9294066297226222,tr_ma20
2014,0.11706100227946292,0.12059973611485364,0.05213283535000562,2.3133162680521777,0.022642777864234517,2014-12-22,2014-12-24,5.326189959463737,245.0,0.49387755102040815,1.7635861394868924,tr_ma20
2015,-0.04422870505431231,-0.04564522378272051,0.14195067088516838,-0.3215569429724317,0.1655850262635152,2015-06-08,2015-08-25,-0.2756603348305168,244.0,0.47950819672131145,0.9342636133264319,tr_ma20
2016,-0.008397967406750695,-0.008672113285484895,0.03846466080238011,-0.22545664265803905,0.04373975790149017,2016-01-06,2016-01-28,-0.1982661473576525,244.0,0.4918032786885246,0.9474741156993473,tr_ma20
2017,0.02308041566896102,0.02384610344889726,0.014797847638233231,1.6114575600363685,0.012101156762025939,2017-11-22,2017-12-15,1.9705639649035518,244.0,0.5204918032786885,1.3261525835175163,tr_ma20
2018,-0.031451883280723014,-0.03246617162528598,0.04064154640783849,-0.798841936266093,0.04363502069357974,2018-02-05,2018-12-26,-0.7440393314643919,244.0,0.48360655737704916,0.8679266442266809,tr_ma20
2019,0.046273674866136316,0.04762678219471583,0.03195551473271923,1.4904088572214673,0.022100365779432585,2019-04-19,2019-05-23,2.1550223498580765,245.0,0.5102040816326531,1.3321788113077837,tr_ma20
2020,0.03066033503195853,0.0318137811539998,0.039503944102822555,0.8053317681696169,0.030849216341487552,2020-03-05,2020-03-23,1.031267076668494,243.0,0.5102880658436214,1.163853301359106,tr_ma20
2021,-0.01650420123546681,-0.017110208951023442,0.03371433762101534,-0.5075054163412673,0.04209734577507402,2021-02-10,2021-08-20,-0.4064438894186639,243.0,0.49794238683127573,0.9168397067464046,tr_ma20
2022,-0.0183343447821126,-0.0190846873747893,0.03830791015203939,-0.4981918172785861,0.04474615944903393,2022-01-04,2022-10-31,-0.4265100649928815,242.0,0.44214876033057854,0.913582718170496,tr_ma20
2023,-6.0900753251824646e-05,-0.0002950998563934215,0.02171490196892935,-0.013589739286673433,0.011712534016469902,2023-01-30,2023-03-20,-0.025195218727088325,52.0,0.5,0.9978026020144435,tr_ma20
样本内,0.36649066593280555,0.027639797801125354,0.08329879496973355,0.3318150978194609,0.2849084485966987,2007-10-16,2008-10-27,0.09701291041828944,2886.0,0.49480249480249483,1.0660582314157152,tr_ma20
样本外,0.03275657806518906,0.005382804460785984,0.0339430487927806,0.1585834111027428,0.07588717789749505,2021-02-10,2022-10-31,0.07093167264774072,1513.0,0.4963648380700595,1.0294056758997039,tr_ma20
总体,0.4127925128869083,0.019993378222500358,0.07034360731176663,0.28422452283245353,0.2849084485966987,2007-10-16,2008-10-27,0.0701747467334741,4399.0,0.4955671743578086,1.0583711094219888,tr_ma20
2005,-0.015082969940979463,-0.017819898084153407,0.07696838417207857,-0.2315223097877874,0.062261586999755786,2005-02-25,2005-06-03,-0.2862101488711379,213.0,0.431924882629108,0.950406763914079,kdj_k
2006,0.2835945137752205,0.29830533382489977,0.08010656550297347,3.7238562401458464,0.04280699573063809,2006-05-15,2006-08-14,6.968611759208199,241.0,0.5643153526970954,1.8647566954996684,kdj_k
2007,0.2042462624110406,0.21353037229723526,0.10175269441399781,2.0985230270999145,0.05316107418437464,2007-01-29,2007-03-14,4.016667751232106,242.0,0.5950413223140496,1.4230520769306256,kdj_k
2008,-0.14482305641610693,-0.14808000356122797,0.07410995828105998,-1.998112089061481,0.16733442851479197,2008-01-14,2008-12-25,-0.8849344685103941,246.0,0.44715447154471544,0.6254479458099932,kdj_k
2009,0.15025526394278943,0.1555466499518825,0.08029220229837683,1.937257236684701,0.0436046655732047,2009-07-27,2009-12-24,3.5672019933451056,244.0,0.5327868852459017,1.3735382818989863,kdj_k
2010,-0.03377411982338707,-0.03514493337929658,0.04852649310460331,-0.7242421846461984,0.058680385596878736,2010-01-05,2010-07-16,-0.5989213094258531,242.0,0.45867768595041325,0.8570444901208559,kdj_k
2011,-0.04149010382335183,-0.042820891680172335,0.040658294748608305,-1.0531895630383774,0.05662860026253993,2011-04-13,2011-12-27,-0.7561707596805733,244.0,0.4262295081967213,0.7891654860242174,kdj_k
2012,0.03511276362639837,0.03643665120827233,0.051270765211233395,0.7106711019068052,0.07080968575455529,2012-05-04,2012-12-03,0.5145715705415104,243.0,0.4691358024691358,1.178659091012936,kdj_k
2013,-0.015098120691843242,-0.015979112674684548,0.05250036411417335,-0.3043619400416829,0.06083977786333595,2013-02-06,2013-06-07,-0.26264252165052837,238.0,0.4327731092436975,0.9331765130534276,kdj_k
2014,0.14116021985224148,0.14547363857920548,0.07805661097632347,1.8636940133530944,0.028490945492798608,2014-12-08,2014-12-09,5.105960369619025,245.0,0.47346938775510206,1.5757756631024065,kdj_k
2015,-0.04719218181760165,-0.0487011721434768,0.08145883389567256,-0.5978623780184511,0.10115770650609184,2015-04-27,2015-12-11,-0.4814380814430976,244.0,0.45491803278688525,0.8892115937943181,kdj_k
2016,0.022889396040966403,0.023648673837566303,0.043028721195408945,0.5496020606833548,0.027467755598037682,2016-03-21,2016-06-24,0.8609612734160116,244.0,0.4959016393442623,1.1334730817671559,kdj_k
2017,0.053256613925728225,0.05504994947306652,0.03644256924621008,1.5105946318203551,0.028999248960128798,2017-11-22,2017-12-27,1.8983232823979321,244.0,0.48770491803278687,1.3479427762775553,kdj_k
2018,-0.07360823816803674,-0.07592762886686855,0.045094654512435405,-1.6837390082660588,0.10877003974179715,2018-01-23,2018-12-18,-0.6980564597301675,244.0,0.4713114754098361,0.6931870123312929,kdj_k
2019,0.07184833879095898,0.073975296188457,0.05855446540823544,1.2633587493747775,0.029108509905543367,2019-02-25,2019-06-06,2.541363210569885,245.0,0.4897959183673469,1.3308926677117174,kdj_k
2020,0.03297193095656836,0.03421377414548732,0.06447333959337816,0.5306654558499294,0.05504984081357866,2020-07-06,2020-11-13,0.6215054147267962,243.0,0.5061728395061729,1.1320111451028074,kdj_k
2021,-0.04697647870776889,-0.04867331404477071,0.04501077251823959,-1.0813703325142212,0.07864554354106769,2021-02-10,2021-12-29,-0.6188947504616601,243.0,0.4773662551440329,0.7923124019154084,kdj_k
2022,-0.026879175178667003,-0.02797420527466099,0.04059803509450355,-0.6890531822425154,0.048595877616557814,2022-01-04,2022-05-24,-0.5756497597468945,242.0,0.4628099173553719,0.8706269506127137,kdj_k
2023,0.008329928213751447,0.04101990428001634,0.03680104741028402,1.1146395868220142,0.021118975861061012,2023-01-16,2023-03-22,1.9423245023755384,52.0,0.4423076923076923,1.2501999319260113,kdj_k
样本内,0.58790149981174,0.041203283592011086,0.07024235835652462,0.5865874175647439,0.1897579029314223,2007-10-16,2009-01-13,0.2171360610308904,2886.0,0.4840609840609841,1.1189987838267224,kdj_k
样本外,0.015354557041833639,0.0025411896101275033,0.04904907742989485,0.05180912146124643,0.13082505254832255,2020-07-06,2022-05-24,0.019424334717456887,1513.0,0.4838070059484468,1.0111586227191574,kdj_k
总体,0.6142643884104457,0.027812710372794758,0.0637577596586166,0.43622471243837035,0.1897579029314223,2007-10-16,2009-01-13,0.14656944423993848,4399.0,0.484200954762446,1.0861753125654516,kdj_k
2005,-0.009391167274763856,-0.011101099786154145,0.08601830520364623,-0.1290550861223383,0.06270838500918471,2005-02-25,2005-06-03,-0.177027359013124,213.0,0.431924882629108,0.9722337588059164,kdj_d
2006,0.3515648995483063,0.3702780893419282,0.09691175412370247,3.820775845923589,0.05351797533033972,2006-05-15,2006-08-10,6.918761164942929,241.0,0.5684647302904564,1.8844874880509415,kdj_d
2007,0.26034525980138334,0.2724537101262865,0.11920810203452797,2.285530139951157,0.06907321284848306,2007-01-29,2007-02-27,3.944419245763663,242.0,0.5950413223140496,1.4516653736200562,kdj_d
2008,-0.14058234418075777,-0.14375214273630876,0.08773692436549968,-1.6384452016742412,0.1669596634016974,2008-01-14,2008-12-25,-0.8609992366266791,246.0,0.5121951219512195,0.7029724722027867,kdj_d
2009,0.13924618974152714,0.14412611601412384,0.09686096026044272,1.4879691015512662,0.06667956915161856,2009-08-03,2009-12-30,2.1614734145387824,244.0,0.5327868852459017,1.2763403561623894,kdj_d
2010,-0.028952115660183964,-0.03013028046979538,0.05329488530730074,-0.5653503201303991,0.037274395132991925,2010-03-03,2010-10-08,-0.8083372074125699,242.0,0.47520661157024796,0.8921586538722415,kdj_d
2011,-0.026223063031520888,-0.02707109332994473,0.04344642156614447,-0.6230914389285358,0.039035913482577934,2011-04-13,2011-10-20,-0.6934919901906943,244.0,0.45081967213114754,0.8747024377832451,kdj_d
2012,0.03199819231025991,0.033202774769700794,0.05844253048244876,0.5681269187971271,0.08385208469130923,2012-05-04,2012-12-05,0.39596838757119257,243.0,0.448559670781893,1.1421077901743386,kdj_d
2013,-0.01421360627503665,-0.01504338102592817,0.05910007264697843,-0.2545408212234623,0.06685270641503019,2013-02-06,2013-06-07,-0.2250227677027304,238.0,0.46218487394957986,0.944884992342641,kdj_d
2014,0.1570958710595345,0.16192981700259024,0.09130737667357401,1.7734582122701115,0.038099817627012554,2014-08-04,2014-11-19,4.250146774660226,245.0,0.49387755102040815,1.55941459921667,kdj_d
2015,-0.06321220523114601,-0.06521566093176989,0.08859528521474173,-0.7361075792430362,0.13393745526556164,2015-04-27,2015-12-28,-0.48691130350703565,244.0,0.45901639344262296,0.8640211229620183,kdj_d
2016,0.04068631906534259,0.0420479633483295,0.04892748415858637,0.8593935304754562,0.03026859672123674,2016-03-21,2016-06-13,1.3891613058767354,244.0,0.5286885245901639,1.1983558913514047,kdj_d
2017,0.05509319940034807,0.056950034751489964,0.04268210437123939,1.3342836673691463,0.035572622682338705,2017-11-22,2017-12-27,1.600951250068071,244.0,0.47950819672131145,1.3098802303025676,kdj_d
2018,-0.07931473213892648,-0.08180587047772414,0.04980814356518592,-1.6424195848749414,0.12282516902152187,2018-01-23,2018-12-13,-0.6660350735067161,244.0,0.45901639344262296,0.6975285224942634,kdj_d
2019,0.07224511599234495,0.07438422189734717,0.07031979488069699,1.0577991876049382,0.03797740483538041,2019-07-01,2019-11-19,1.9586441522209947,245.0,0.49387755102040815,1.277805339957893,kdj_d
2020,0.029791512556481603,0.030911785812947956,0.07457109296662678,0.41452772895231776,0.06273306236599051,2020-07-06,2020-11-13,0.4927511051924379,243.0,0.48148148148148145,1.1041937854821717,kdj_d
2021,-0.06500606395760089,-0.06733079271089948,0.049837670339956334,-1.3510020081520222,0.09919123607812498,2021-01-12,2021-12-20,-0.6787977988082375,243.0,0.4897119341563786,0.7416740985535939,kdj_d
2022,-0.009277428082490546,-0.009658935560239446,0.047585010668229136,-0.2029827339450064,0.04251341358395481,2022-01-14,2022-05-24,-0.22719736539539773,242.0,0.4380165289256198,0.9601809382434046,kdj_d
2023,0.008123895205452092,0.039989471365622364,0.0412088400023525,0.9704100227849044,0.022350135934833294,2023-01-16,2023-03-22,1.7892272101709095,52.0,0.4230769230769231,1.213800903861523,kdj_d
样本内,0.8128475826872792,0.053318261921577514,0.08122013411845301,0.6564660659611462,0.1892522906107428,2007-10-16,2009-01-13,0.28173113122970533,2886.0,0.498960498960499,1.1284042463257955,kdj_d
样本外,0.008954012644474707,0.0014858146400384964,0.05667664187870704,0.026215643531214666,0.14614432784312426,2020-07-06,2022-05-24,0.01016676228196427,1513.0,0.47521480502313285,1.005759232121906,kdj_d
总体,0.8291792038669015,0.03519828878180298,0.07371522745342518,0.4774900654554989,0.1892522906107428,2007-10-16,2009-01-13,0.18598606478269472,4399.0,0.4910206865196636,1.0906304951505923,kdj_d
2005,0.04853916018231241,0.05767849968166816,0.0989617787380165,0.5828361253930329,0.08001553105189044,2005-06-03,2005-07-11,0.7208413032247876,213.0,0.4647887323943662,1.1326171706067134,macd_dif
2006,0.7382627018843446,0.7826867483350681,0.18863556561535955,4.1492003153372385,0.07994412086885587,2006-05-15,2006-09-01,9.790422858223991,241.0,0.5560165975103735,1.9837957835648106,macd_dif
2007,0.6530458109675232,0.6877376010064908,0.2997225837955117,2.2945805160805155,0.14363636363636384,2007-01-29,2007-02-05,4.788046589285689,242.0,0.6074380165289256,1.3555114017822891,macd_dif
2008,0.041285780418836016,0.04231376423829647,0.26197261810191347,0.1615197975455413,0.1383797885745316,2008-04-18,2008-05-28,0.3057799457144437,246.0,0.532520325203252,1.0326913511987015,macd_dif
2009,0.1289994070852456,0.13349961407238808,0.12305731028008599,1.0848572406510006,0.1165097115000788,2009-08-03,2009-10-29,1.1458239176250797,244.0,0.5286885245901639,1.2000099962799682,macd_dif
2010,-0.035174585121932944,-0.03660115652962248,0.062320857739893036,-0.5873018738346604,0.06166983317121507,2010-10-25,2010-12-31,-0.5935017924891418,242.0,0.5,0.875169324274311,macd_dif
2011,-0.03678677993894175,-0.037969715027501905,0.026733897200494787,-1.4202835726771317,0.04897599891966858,2011-04-13,2011-12-16,-0.7752718855164261,244.0,0.42213114754098363,0.7169171283601129,macd_dif
2012,0.019163227843214337,0.01987998646001543,0.03692102028428105,0.5384462917586067,0.04246152350765113,2012-03-02,2012-12-04,0.46818825180479595,243.0,0.4567901234567901,1.127462773716627,macd_dif
2013,-0.048474666604208294,-0.05125180082043612,0.05835250337421975,-0.8783136601998685,0.09512344046650684,2013-02-06,2013-12-31,-0.5387925475475416,238.0,0.4579831932773109,0.8111816201943095,macd_dif
2014,0.3157546023889548,0.3261110530680731,0.1508629152168493,2.161638283333736,0.06195426195426198,2014-12-22,2014-12-24,5.263738809588695,245.0,0.5061224489795918,1.9387846546493224,macd_dif
2015,-0.07921732371584844,-0.08170554036545674,0.2402866950470653,-0.34003356011639746,0.16720578233923003,2015-04-27,2015-12-28,-0.4886526005403994,244.0,0.5040983606557377,0.9264091119235126,macd_dif
2016,0.018110298215459952,0.018709599403514465,0.05080051610394995,0.36829545914907974,0.03770630236519481,2016-01-28,2016-06-13,0.496192896940872,244.0,0.4959016393442623,1.0834289171495426,macd_dif
2017,0.03894370235317557,0.04024590634474179,0.038093138664969044,1.0565132660426446,0.037299183028107724,2017-11-22,2017-12-27,1.0790023554782282,244.0,0.5204918032786885,1.2319588949136104,macd_dif
2018,-0.08257425617019798,-0.08516296047775795,0.04914601636532464,-1.732855819782076,0.11334588939538275,2018-01-23,2018-12-18,-0.7513546449019011,244.0,0.48770491803278687,0.6639996192632924,macd_dif
2019,0.025949573179539165,0.026700802030410253,0.08517884436635463,0.31346753092317114,0.05985477656254513,2019-04-19,2019-12-23,0.44609308669809006,245.0,0.4775510204081633,1.0819482960292357,macd_dif
2020,-0.01750970771718585,-0.018152294159691995,0.10444680421729596,-0.17379463446221985,0.07314252674183293,2020-07-09,2020-07-16,-0.2481770177801367,243.0,0.5102880658436214,0.954534965210788,macd_dif
2021,-0.05977630461850558,-0.06192026385932137,0.06327731197238502,-0.9785539544780933,0.09605661216151754,2021-01-12,2021-12-29,-0.6446226081261696,243.0,0.45267489711934156,0.8032071169010908,macd_dif
2022,-0.028886901668104814,-0.03006245398374152,0.05873844418080489,-0.5118020131960801,0.0550623290774618,2022-03-15,2022-11-28,-0.5459713471518721,242.0,0.49173553719008267,0.8863896425107205,macd_dif
2023,-0.0009503015412966054,-0.004596898840771968,0.04410800736181967,-0.10421914558650158,0.024085262023925268,2023-01-30,2023-03-22,-0.19085940755826553,52.0,0.4807692307692308,0.9812245975957536,macd_dif
样本内,3.081217654247962,0.13066251269586693,0.16232510457742885,0.804943345245412,0.20961194783548978,2009-08-03,2014-05-20,0.6233543175621605,2886.0,0.5051975051975052,1.1529768964705422,macd_dif
样本外,-0.1183881239892356,-0.0207679936514642,0.06932021755789326,-0.29959504431906414,0.18583765718282505,2017-11-22,2022-11-28,-0.11175341944304042,1513.0,0.49239920687376076,0.9293449010430755,macd_dif
总体,2.5975693372810436,0.07609695052623011,0.1376780753406264,0.552716547917744,0.264414844443144,2015-04-27,2022-11-28,0.28779379117874343,4399.0,0.5007956353716754,1.0962784846964393,macd_dif
2005,-0.015077309008853734,-0.017813219250939594,0.03919072289878991,-0.4545264270052445,0.04341353078638056,2005-02-25,2005-06-03,-0.4103149163008841,213.0,0.4413145539906103,0.9157869579832352,kdj_j
2006,0.19128569728229605,0.20084107406845986,0.051643084134903046,3.889021684758776,0.028177961078269847,2006-07-03,2006-08-07,7.127594275206221,241.0,0.5767634854771784,1.937693892659433,kdj_j
2007,0.2555696068731119,0.2674333329236618,0.08621327486793127,3.1019971498976067,0.04332877930940874,2007-01-29,2007-02-05,6.172187104878565,242.0,0.5909090909090909,1.6217771801261192,kdj_j
2008,-0.2003848648567247,-0.20473430315180408,0.10618474565457249,-1.9280952446580342,0.21028457625267521,2008-01-14,2008-12-31,-0.9736058954024188,246.0,0.4268292682926829,0.6736418065945051,kdj_j
2009,0.12113137899658821,0.12534216168558832,0.08012419616427575,1.5643484451139302,0.078045296457106,2009-08-03,2009-08-31,1.6060181378704461,244.0,0.569672131147541,1.3077161923091085,kdj_j
2010,-0.04320321295429508,-0.04494774524558143,0.05591489088911654,-0.8038600188761202,0.04979189051632752,2010-01-12,2010-12-30,-0.90271216415939,242.0,0.45867768595041325,0.8604704777933543,kdj_j
2011,-0.022803664880537644,-0.02354245635405683,0.04350323334791543,-0.5411656684407098,0.041594878244689264,2011-04-13,2011-12-15,-0.565994116284321,244.0,0.44672131147540983,0.9048794744786914,kdj_j
2012,0.027876448052339464,0.02892370101278363,0.04026464426688267,0.7183399118360803,0.03851194616245383,2012-05-04,2012-11-20,0.7510319237250597,243.0,0.48148148148148145,1.139846424130607,kdj_j
2013,-0.0358429164745937,-0.03791085702839869,0.05449481356277582,-0.6956782590828927,0.06557502984169919,2013-02-06,2013-12-26,-0.5781294666570043,238.0,0.453781512605042,0.8731689789631962,kdj_j
2014,0.11121710949054187,0.11457028458703267,0.04792118351801794,2.390806657434812,0.01887511615551734,2014-02-19,2014-03-10,6.0699114984541644,245.0,0.49387755102040815,1.5936611515427832,kdj_j
2015,0.0005468525673786306,0.0005647872220162498,0.09838221889799731,0.005740744906371965,0.13461369093137765,2015-06-08,2015-08-25,0.004195615008462718,244.0,0.47950819672131145,1.0011642893836719,kdj_j
2016,0.010886291316849261,0.011245218403535429,0.040396866802126605,0.27836857889541694,0.03710509984342513,2016-01-06,2016-01-28,0.30306395754189125,244.0,0.4918032786885246,1.0585008029208245,kdj_j
2017,0.044046180925011225,0.04552270852807028,0.02573930494898317,1.7686067521364304,0.0224537165161212,2017-11-22,2017-12-01,2.0274019445906037,244.0,0.5204918032786885,1.3643696917321921,kdj_j
2018,-0.036376026376017445,-0.037546012164411,0.05160468487267094,-0.7275698370613402,0.05852026156584574,2018-02-05,2018-10-11,-0.6415899580723,244.0,0.48360655737704916,0.8713153809248187,kdj_j
2019,0.06559584779361782,0.06753193877253838,0.04331904817313325,1.558943273698754,0.028721913908533337,2019-04-19,2019-05-09,2.351233938921964,245.0,0.5102040816326531,1.3507591992632473,kdj_j
2020,0.037912116126069595,0.03934354179523214,0.05237706560141951,0.7511597173967275,0.04824799149646719,2020-01-13,2020-03-19,0.8154441371536253,243.0,0.5102880658436214,1.1630925122493052,kdj_j
2021,-0.02309297322786441,-0.023937950324368185,0.042820339575922635,-0.5590322393853272,0.047715617726558884,2021-01-25,2021-08-20,-0.5016795645725055,243.0,0.49794238683127573,0.9041809854103192,kdj_j
2022,-0.027172227357384116,-0.028279021759362033,0.04731949783543654,-0.5976188052060115,0.05696253863993714,2022-06-30,2022-10-31,-0.4964494637100893,242.0,0.44214876033057854,0.8923537170660779,kdj_j
2023,-0.0026987532074516096,-0.013010870189812396,0.03408917822913444,-0.3816715704426283,0.015408954813968789,2023-01-30,2023-03-20,-0.8443707147494235,52.0,0.5,0.9360953749900669,kdj_j
样本内,0.38161439185127666,0.028627926904439827,0.06711326450396195,0.42656138270177296,0.21072635803889833,2007-10-16,2008-12-31,0.13585356464593457,2886.0,0.49514899514899513,1.0801244887264367,kdj_j
样本外,0.056965403173873774,0.009270264832633046,0.044462522524249044,0.20849615150776057,0.08855805821622227,2021-01-25,2022-10-31,0.10468008241552543,1513.0,0.4963648380700595,1.0393565728479799,kdj_j
总体,0.46174036690156095,0.021985454818663763,0.06028827189534978,0.3646721680267563,0.21072635803889833,2007-10-16,2008-12-31,0.10433177426530302,4399.0,0.4957944987497158,1.0682594630631697,kdj_j
2005,0.03887446795982119,0.0461543090389096,0.10181323710439368,0.45332326474980383,0.09032888385489118,2005-06-03,2005-07-11,0.5109584782764967,213.0,0.4647887323943662,1.1044798215007483,macd_dea
2006,0.7591040837949343,0.8050424343894198,0.19081356952146616,4.218999919179511,0.08300418057580157,2006-05-15,2006-08-28,9.6988179246494,241.0,0.5643153526970954,1.9757377734263915,macd_dea
2007,0.740471030024183,0.7807858984019649,0.3115625832013177,2.5060323045834303,0.14363636363636384,2007-01-29,2007-02-05,5.435851191406077,242.0,0.5991735537190083,1.3576576483606093,macd_dea
2008,0.12917617446297758,0.13252703198277938,0.28099295801813373,0.4716382677968279,0.16464617859105607,2008-04-18,2008-05-05,0.8049201816699713,246.0,0.5365853658536586,1.0913966536977022,macd_dea
2009,0.10798092715699292,0.11171216858422928,0.13152513515844508,0.8493598463111434,0.15119369718982045,2009-08-03,2009-11-27,0.738867893705761,244.0,0.5491803278688525,1.154664176290601,macd_dea
2010,-0.056887588868481775,-0.05916738690305301,0.06651340654278026,-0.8895558050390575,0.07249059806787556,2010-10-25,2010-12-13,-0.8162077356245904,242.0,0.5247933884297521,0.8107672100379183,macd_dea
2011,-0.03240543296434628,-0.03344993802810259,0.025219812635456734,-1.3263357072318236,0.04728467080918023,2011-04-13,2011-11-30,-0.7074161129955111,244.0,0.45081967213114754,0.743237498859675,macd_dea
2012,0.00483866106214359,0.0050183196599056235,0.03198615836139514,0.15689035248329022,0.04052931229975425,2012-03-02,2012-12-13,0.12381951173486978,243.0,0.45267489711934156,1.0350589560200065,macd_dea
2013,-0.04689570120215425,-0.04958475325562317,0.06700520396973716,-0.7400134663871493,0.0985676275323101,2013-02-06,2013-12-31,-0.5030531270458901,238.0,0.46218487394957986,0.8342990057797633,macd_dea
2014,0.28926585160225216,0.2986589774010231,0.13418970230930882,2.2256475143868393,0.061954261954262096,2014-12-22,2014-12-24,4.820636514425899,245.0,0.5142857142857142,1.9515269807780662,macd_dea
2015,-0.011659455349462888,-0.012039422232022257,0.24552744996710632,-0.049034933705519264,0.1451171323566053,2015-04-27,2015-07-10,-0.08296347947695823,244.0,0.4959016393442623,0.989760916839411,macd_dea
2016,0.0008645868071766039,0.000892946568129549,0.05542047786601304,0.01611221343649139,0.0421435800989804,2016-01-28,2016-06-13,0.021188199152334296,244.0,0.5,1.0036478051242483,macd_dea
2017,0.040916752992819605,0.042286264738837565,0.03900489919739031,1.084127009913329,0.03803741755742,2017-11-22,2017-12-01,1.111701778255678,244.0,0.5204918032786885,1.2372141437839757,macd_dea
2018,-0.06636247653316674,-0.06846208243801766,0.05290773075725111,-1.2939901496084254,0.09183508284942067,2018-02-05,2018-10-11,-0.7454894177018706,244.0,0.5286885245901639,0.7274834481411852,macd_dea
2019,0.011015859029825714,0.011332374622758268,0.08941331306119557,0.1267414687452891,0.07466151540106601,2019-04-19,2019-12-25,0.15178334596991672,245.0,0.49387755102040815,1.0323102818481362,macd_dea
2020,-0.009780101052055512,-0.010140484315426135,0.1013376214536562,-0.1000663343974734,0.0722946122181112,2020-07-09,2020-07-24,-0.14026611395096117,243.0,0.5185185185185185,0.9744417082884588,macd_dea
2021,-0.04584122196836693,-0.04749808100486197,0.06566325689921461,-0.7233585912097834,0.08141275391356441,2021-02-10,2021-12-29,-0.5834230967704457,243.0,0.49382716049382713,0.856005774041879,macd_dea
2022,-0.024158978259748776,-0.025144627718324042,0.057537971433978624,-0.4370092843327992,0.05239688044652376,2022-06-30,2022-12-20,-0.47988787698891044,242.0,0.5247933884297521,0.9119730769066267,macd_dea
2023,-0.0024954801026868534,-0.01203558112623182,0.04770571853587427,-0.2522880169424798,0.023823759623320184,2023-01-30,2023-03-22,-0.5051923506838376,52.0,0.46153846153846156,0.955477026689039,macd_dea
样本内,3.6129671635442895,0.1428191136057253,0.16759969547180967,0.8521442309526602,0.2556284866712652,2009-08-03,2014-05-20,0.5586979583749943,2886.0,0.5128205128205128,1.1563762058989107,macd_dea
样本外,-0.09172150950620073,-0.015895750033834477,0.07021490376113441,-0.2263871227098818,0.16014142551088284,2017-11-22,2022-12-20,-0.09926070024120173,1513.0,0.5142101784534039,0.9477703397077494,macd_dea
总体,3.1894543557754114,0.08552731211994713,0.14191978077839795,0.6026454638729649,0.2556284866712652,2009-08-03,2014-05-20,0.33457660855276317,4399.0,0.5132984769265743,1.1022100110458435,macd_dea
2005,-0.008423622947615783,-0.009958273219247804,0.04369974590279454,-0.22787943072710146,0.0414414912537636,2005-02-25,2005-06-03,-0.24029717362893938,213.0,0.460093896713615,0.9542030265655571,macd_hist
